,location,property_type,size_sqft,num_bedroom,num_bathroom,floor_num,total_floor,age_years,furnishing,amenities,distance_to_metro_km,view_score,price
P92074,Chennai,Independent House,4114,3,1,14,28,6,Semi Furnished,"['Security', 'Elevator', 'Swimming Pool']",8.82,1,13059285.36
P92075,Mumbai,Independent House,2926,1,3,14,22,14,Semi Furnished,"['Parking', 'Swimming Pool', 'Club House', 'Elevator', 'Power Backup', 'Garden']",1.68,2,39803067.48
P92076,Bangalore,Apartment,790,2,3,18,30,3,Unfurnished,"['Garden', 'Power Backup', 'Wi-Fi', 'Parking', 'Security']",6.49,6,10583578.14
P92077,Ahmedabad,Villa,2615,3,2,20,5,16,Fully Furnished,"['Garden', 'Wi-Fi', 'Security', 'Parking', 'Swimming Pool', 'Power Backup']",9.32,5,10837925.46
P92078,Mumbai,Independent House,1463,1,3,7,12,15,Unfurnished,"['Security', 'Power Backup', 'Parking', 'Garden', 'Elevator']",5.28,4,10206888.66
P92079,Delhi,Duplex,3186,1,2,6,14,18,Fully Furnished,"['Swimming Pool', 'Gym', 'Club House', 'Garden', 'Power Backup']",4.06,8,40316333.39
P92080,Ahmedabad,Studio,4246,1,4,5,21,11,Unfurnished,"['Elevator', 'Wi-Fi', 'Power Backup', 'Garden', 'Security', 'Gym']",8.35,8,34079872.14
P92081,Delhi,Duplex,2232,5,1,2,19,10,Unfurnished,"['Elevator', 'Wi-Fi', 'Security', 'Club House', 'Garden']",8.68,9,23877856.3
P92082,Delhi,Penthouse,1491,1,2,11,6,11,Semi Furnished,"['Parking', 'Club House', 'Security', 'Power Backup']",9.21,2,43577286.2
P92083,Chandigarh,Villa,3809,5,1,13,6,0,Fully Furnished,"['Gym', 'Wi-Fi', 'Elevator', 'Power Backup', 'Garden', 'Security']",1.37,2,37916947.99
P92084,Bangalore,Duplex,3075,4,3,13,30,18,Unfurnished,"['Power Backup', 'Elevator', 'Security', 'Club House', 'Wi-Fi', 'Gym']",1.14,6,20707467.18
P92085,Chennai,Penthouse,968,3,3,14,6,1,Semi Furnished,"['Wi-Fi', 'Elevator', 'Garden', 'Gym']",1.59,4,44460743.02
P92086,Chandigarh,Villa,3318,5,1,18,30,14,Semi Furnished,"['Wi-Fi', 'Parking', 'Security', 'Power Backup', 'Garden']",9.39,7,13268310.96
P92087,Ahmedabad,Duplex,3908,4,1,6,7,6,Unfurnished,"['Club House', 'Elevator', 'Swimming Pool', 'Garden', 'Gym']",8.55,9,668410.23
P92088,Hyderabad,Independent House,2695,3,2,17,10,11,Semi Furnished,"['Club House', 'Parking', 'Swimming Pool', 'Elevator']",4.19,10,21212451.94
P92089,Pune,Penthouse,4419,5,1,4,30,20,Semi Furnished,"['Security', 'Club House', 'Garden']",9.65,1,32816102.9
P92090,Mumbai,Independent House,1987,4,2,12,22,11,Fully Furnished,"['Wi-Fi', 'Parking', 'Garden', 'Gym', 'Club House', 'Elevator']",0.53,7,8995832.72
P92091,Delhi,Villa,1567,1,3,1,23,17,Unfurnished,"['Club House', 'Security', 'Power Backup', 'Parking', 'Swimming Pool']",2.42,2,22532131.13
P92092,Pune,Studio,2887,1,1,16,30,6,Fully Furnished,"['Power Backup', 'Elevator', 'Garden', 'Wi-Fi', 'Parking']",8.56,3,22502009.84
P92093,Ahmedabad,Studio,3968,5,1,15,10,6,Fully Furnished,"['Garden', 'Gym', 'Swimming Pool', 'Parking', 'Security', 'Club House']",2.89,8,37528168.49
P92094,Chandigarh,Independent House,1592,2,3,4,7,20,Fully Furnished,"['Wi-Fi', 'Club House', 'Garden', 'Parking']",3.82,8,1678193.34
P92095,Jaipur,Duplex,4794,3,2,15,21,16,Fully Furnished,"['Swimming Pool', 'Parking', 'Security', 'Garden', 'Elevator']",2.13,7,10249147.79
P92096,Bangalore,Apartment,2606,1,2,2,17,6,Fully Furnished,"['Swimming Pool', 'Power Backup', 'Garden', 'Wi-Fi', 'Security', 'Gym']",1.97,10,20692862.7
P92097,Chennai,Independent House,2692,5,4,17,24,13,Unfurnished,"['Elevator', 'Parking', 'Wi-Fi', 'Garden', 'Security', 'Power Backup']",5.68,2,10480788.1
P92098,Hyderabad,Villa,896,2,2,13,12,5,Fully Furnished,"['Gym', 'Garden', 'Elevator', 'Club House']",7.94,3,2096342.18
P92099,Delhi,Independent House,1395,1,3,13,18,9,Unfurnished,"['Swimming Pool', 'Wi-Fi', 'Garden', 'Security', 'Parking']",7.99,7,7879555.63
P92100,Pune,Duplex,4998,3,2,15,26,3,Unfurnished,"['Wi-Fi', 'Club House', 'Parking', 'Garden', 'Swimming Pool']",7.57,7,42556410.11
P92101,Hyderabad,Villa,972,2,2,15,17,3,Semi Furnished,"['Club House', 'Power Backup', 'Wi-Fi', 'Security', 'Swimming Pool']",2.38,3,11382045.77
P92102,Chennai,Apartment,4711,2,4,20,12,15,Semi Furnished,"['Elevator', 'Garden', 'Power Backup', 'Swimming Pool', 'Parking']",5.98,10,10288148.54
P92103,Chennai,Duplex,2512,1,4,19,25,4,Semi Furnished,"['Elevator', 'Gym', 'Garden', 'Club House', 'Parking']",4.72,8,33153701.1
P92104,Jaipur,Studio,1219,4,3,13,20,5,Unfurnished,"['Parking', 'Power Backup', 'Club House', 'Wi-Fi', 'Swimming Pool', 'Security']",2.58,7,33400512.25
P92105,Delhi,Studio,1895,4,2,10,7,1,Fully Furnished,"['Power Backup', 'Elevator', 'Swimming Pool', 'Parking', 'Gym']",9.73,8,13468557.29
P92106,Pune,Studio,1055,5,4,15,27,13,Semi Furnished,"['Power Backup', 'Security', 'Garden', 'Wi-Fi', 'Gym', 'Parking']",7.41,10,38064133.49
P92107,Jaipur,Duplex,4604,4,3,2,23,13,Unfurnished,"['Power Backup', 'Swimming Pool', 'Gym', 'Elevator']",6.07,10,38956614.04
P92108,Mumbai,Villa,2009,5,2,10,17,1,Unfurnished,"['Parking', 'Security', 'Gym']",6.33,9,10863249.66
P92109,Ahmedabad,Studio,3358,5,4,5,8,0,Unfurnished,"['Club House', 'Wi-Fi', 'Garden', 'Parking', 'Power Backup', 'Swimming Pool']",5.2,1,15097773.18
P92110,Chennai,Villa,3158,2,4,9,16,14,Semi Furnished,"['Swimming Pool', 'Gym', 'Parking', 'Power Backup']",8.24,3,29931292.28
P92111,Jaipur,Studio,3935,1,1,2,20,11,Unfurnished,"['Club House', 'Garden', 'Swimming Pool', 'Parking', 'Wi-Fi', 'Gym']",4.74,9,24074083.37
P92112,Delhi,Independent House,3533,1,2,20,10,2,Unfurnished,"['Power Backup', 'Elevator', 'Garden', 'Wi-Fi', 'Club House']",8.17,4,36652292.31
P92113,Chennai,Apartment,2327,1,4,18,12,8,Unfurnished,"['Swimming Pool', 'Elevator', 'Wi-Fi']",7.62,8,9629447.97
P92114,Pune,Villa,1066,3,4,6,12,12,Semi Furnished,"['Power Backup', 'Club House', 'Gym', 'Elevator', 'Swimming Pool']",8.08,8,31529015.2
P92115,Chandigarh,Independent House,2107,3,2,3,30,1,Semi Furnished,"['Elevator', 'Security', 'Gym', 'Parking']",5.68,2,6560949.7
P92116,Delhi,Villa,2911,2,2,1,26,6,Fully Furnished,"['Security', 'Swimming Pool', 'Parking', 'Garden']",8.51,1,49336253.68
P92117,Chennai,Penthouse,2226,4,4,18,30,14,Fully Furnished,"['Power Backup', 'Swimming Pool', 'Parking', 'Wi-Fi', 'Gym', 'Garden']",0.64,1,26415555.8
P92118,Mumbai,Penthouse,2145,5,3,14,26,9,Semi Furnished,"['Garden', 'Wi-Fi', 'Parking']",3.23,10,30148687.15
P92119,Hyderabad,Independent House,2889,1,3,12,18,5,Fully Furnished,"['Wi-Fi', 'Power Backup', 'Elevator', 'Garden', 'Club House']",3.51,6,44140081.71
P92120,Mumbai,Studio,4187,1,3,6,27,4,Unfurnished,"['Swimming Pool', 'Club House', 'Elevator', 'Wi-Fi', 'Power Backup', 'Parking']",2.54,8,13640194.51
P92121,Chandigarh,Apartment,2031,3,2,20,14,16,Fully Furnished,"['Garden', 'Swimming Pool', 'Power Backup']",9.96,6,47678030.3
P92122,Chandigarh,Penthouse,2050,2,3,5,10,17,Unfurnished,"['Wi-Fi', 'Security', 'Power Backup']",6.85,5,839350.69
P92123,Chennai,Apartment,1351,5,3,6,27,19,Unfurnished,"['Security', 'Gym', 'Parking', 'Swimming Pool', 'Power Backup', 'Club House']",6.57,6,20508119.72
P92124,Mumbai,Penthouse,963,4,1,16,23,5,Unfurnished,"['Wi-Fi', 'Swimming Pool', 'Elevator']",9.91,2,39369647.5
P92125,Chandigarh,Penthouse,3631,2,3,18,5,10,Semi Furnished,"['Security', 'Elevator', 'Gym', 'Power Backup', 'Garden', 'Parking']",4.43,1,24269981.16
P92126,Jaipur,Apartment,1068,2,2,5,25,5,Semi Furnished,"['Elevator', 'Garden', 'Gym']",3.13,6,7722730.31
P92127,Mumbai,Apartment,2029,3,1,1,18,2,Semi Furnished,"['Gym', 'Parking', 'Power Backup', 'Wi-Fi', 'Garden']",4.71,3,7015194.23
P92128,Chennai,Studio,3064,1,3,1,13,14,Semi Furnished,"['Swimming Pool', 'Parking', 'Gym', 'Security', 'Elevator']",8.52,1,25965869.87
P92129,Ahmedabad,Penthouse,2643,2,2,16,25,12,Fully Furnished,"['Elevator', 'Wi-Fi', 'Parking']",8.63,10,30259633.16
P92130,Kolkata,Villa,1904,1,3,14,15,15,Fully Furnished,"['Swimming Pool', 'Garden', 'Wi-Fi', 'Parking', 'Security']",5.79,6,28831704.79
P92131,Ahmedabad,Duplex,3270,5,3,14,30,13,Fully Furnished,"['Gym', 'Garden', 'Parking', 'Swimming Pool']",7.06,1,13130538.01
P92132,Jaipur,Studio,985,1,2,3,22,8,Unfurnished,"['Swimming Pool', 'Garden', 'Security', 'Parking', 'Gym', 'Power Backup']",7.49,8,21062895.59
P92133,Bangalore,Penthouse,4842,2,2,18,9,3,Semi Furnished,"['Parking', 'Wi-Fi', 'Swimming Pool', 'Elevator', 'Power Backup', 'Gym']",1.58,2,43400475.24
P92134,Chennai,Independent House,2213,3,3,20,9,7,Unfurnished,"['Swimming Pool', 'Garden', 'Elevator', 'Power Backup', 'Club House']",6.87,2,8954181.55
P92135,Chennai,Independent House,2690,3,1,4,6,6,Semi Furnished,"['Wi-Fi', 'Elevator', 'Power Backup', 'Parking']",7.94,3,1133816.3
P92136,Delhi,Studio,2917,5,4,15,15,2,Unfurnished,"['Gym', 'Parking', 'Security', 'Garden', 'Elevator', 'Wi-Fi']",7.38,10,15614392.59
P92137,Hyderabad,Duplex,4098,3,2,3,26,4,Unfurnished,"['Garden', 'Swimming Pool', 'Elevator', 'Parking', 'Wi-Fi']",0.84,4,37570708.34
P92138,Mumbai,Apartment,3174,2,4,1,20,2,Fully Furnished,"['Power Backup', 'Wi-Fi', 'Swimming Pool']",2.41,4,26625057.91
P92139,Chennai,Villa,658,4,1,13,18,13,Fully Furnished,"['Parking', 'Elevator', 'Power Backup', 'Wi-Fi']",6.77,7,39829708.01
P92140,Chennai,Studio,2283,5,1,1,7,14,Fully Furnished,"['Wi-Fi', 'Club House', 'Garden']",8.35,10,20275863.87
P92141,Ahmedabad,Villa,2503,5,1,19,7,5,Unfurnished,"['Elevator', 'Swimming Pool', 'Power Backup', 'Parking', 'Club House']",8.58,4,45078006.92
P92142,Kolkata,Penthouse,3543,5,4,20,27,15,Fully Furnished,"['Gym', 'Wi-Fi', 'Garden', 'Parking', 'Elevator']",3.61,9,33781048.15
P92143,Jaipur,Studio,1753,2,3,4,5,20,Unfurnished,"['Wi-Fi', 'Parking', 'Elevator', 'Security']",3.5,7,17118018.28
P92144,Delhi,Penthouse,2832,3,3,11,30,11,Unfurnished,"['Power Backup', 'Parking', 'Elevator', 'Club House', 'Wi-Fi']",4.76,9,47645024.46
P92145,Hyderabad,Penthouse,2898,3,2,14,9,12,Unfurnished,"['Parking', 'Wi-Fi', 'Club House', 'Elevator', 'Security']",1.6,8,17250487.43
P92146,Delhi,Studio,4499,2,3,12,9,1,Unfurnished,"['Club House', 'Garden', 'Security', 'Gym']",6.37,5,1831203.79
P92147,Chandigarh,Villa,2084,5,4,15,23,15,Semi Furnished,"['Parking', 'Security', 'Gym', 'Power Backup', 'Swimming Pool', 'Club House']",7.2,1,23517437.18
P92148,Chennai,Apartment,503,4,1,20,28,2,Unfurnished,"['Swimming Pool', 'Elevator', 'Parking']",4.78,2,13987778.56
P92149,Kolkata,Villa,1684,2,4,17,21,7,Semi Furnished,"['Club House', 'Gym', 'Swimming Pool', 'Power Backup']",8.97,1,6286910.28
P92150,Mumbai,Apartment,1369,3,4,15,10,4,Semi Furnished,"['Wi-Fi', 'Elevator', 'Garden', 'Parking', 'Club House']",8.83,6,39880628.74
P92151,Bangalore,Villa,2919,1,4,11,6,0,Semi Furnished,"['Power Backup', 'Gym', 'Swimming Pool', 'Club House']",3.63,10,24851465.8
P92152,Ahmedabad,Studio,1334,1,1,9,21,14,Unfurnished,"['Security', 'Gym', 'Parking', 'Power Backup']",5.43,2,17716294.85
P92153,Mumbai,Penthouse,2594,4,4,9,29,17,Unfurnished,"['Security', 'Swimming Pool', 'Power Backup', 'Wi-Fi']",4.13,4,32590278.19
P92154,Chandigarh,Duplex,3728,3,2,10,27,19,Fully Furnished,"['Parking', 'Wi-Fi', 'Gym']",7.31,1,49048173.64
P92155,Bangalore,Studio,3493,3,3,14,13,13,Semi Furnished,"['Elevator', 'Power Backup', 'Gym', 'Club House']",7.89,8,30426385.11
P92156,Ahmedabad,Penthouse,4888,4,4,14,16,15,Fully Furnished,"['Garden', 'Power Backup', 'Gym', 'Club House']",4.07,7,45923571.7
P92157,Mumbai,Villa,1465,2,3,1,10,11,Fully Furnished,"['Wi-Fi', 'Elevator', 'Gym', 'Swimming Pool']",9.89,4,27930100.71
P92158,Mumbai,Villa,615,2,1,16,18,7,Fully Furnished,"['Parking', 'Elevator', 'Wi-Fi', 'Garden', 'Power Backup', 'Club House']",9.86,8,9819866.67
P92159,Pune,Duplex,2295,5,1,16,18,15,Fully Furnished,"['Gym', 'Parking', 'Wi-Fi', 'Swimming Pool', 'Security', 'Power Backup']",1.01,8,39979080.63
P92160,Pune,Studio,4348,2,1,8,9,0,Semi Furnished,"['Club House', 'Power Backup', 'Swimming Pool']",3.88,7,43682425.24
P92161,Mumbai,Duplex,4652,2,1,12,20,4,Fully Furnished,"['Parking', 'Elevator', 'Gym', 'Security']",8.56,2,5309720.14
P92162,Bangalore,Apartment,3410,5,4,19,24,0,Fully Furnished,"['Garden', 'Club House', 'Swimming Pool']",3.58,1,27335591.33
P92163,Hyderabad,Penthouse,631,3,1,15,13,17,Unfurnished,"['Security', 'Elevator', 'Gym']",7.25,2,37217690.87
P92164,Pune,Studio,502,2,1,19,23,8,Fully Furnished,"['Garden', 'Gym', 'Wi-Fi']",7.98,7,39668910.63
P92165,Chennai,Villa,2352,3,3,20,15,12,Semi Furnished,"['Swimming Pool', 'Power Backup', 'Club House', 'Parking']",1.33,10,11421586.4
P92166,Hyderabad,Penthouse,4493,5,3,2,6,2,Semi Furnished,"['Club House', 'Power Backup', 'Gym', 'Elevator']",7.83,9,23623129.23
P92167,Jaipur,Studio,646,1,3,3,25,14,Unfurnished,"['Wi-Fi', 'Garden', 'Gym', 'Elevator', 'Swimming Pool']",0.91,1,19455040.4
P92168,Chandigarh,Villa,3582,3,4,14,8,18,Unfurnished,"['Swimming Pool', 'Gym', 'Garden', 'Security']",0.82,4,18559806.86
P92169,Chennai,Penthouse,4720,3,2,1,24,10,Semi Furnished,"['Club House', 'Wi-Fi', 'Parking']",3.51,8,39564479.79
P92170,Bangalore,Independent House,865,1,2,5,26,0,Fully Furnished,"['Gym', 'Club House', 'Elevator', 'Wi-Fi']",4.76,3,38476115.25
P92171,Ahmedabad,Villa,1365,2,3,3,26,8,Semi Furnished,"['Power Backup', 'Gym', 'Elevator']",2.54,10,2091350.54
P92172,Pune,Studio,3911,3,3,9,27,8,Unfurnished,"['Security', 'Club House', 'Garden']",8.05,10,32935296.92
P92173,Chennai,Studio,4201,1,1,8,12,5,Fully Furnished,"['Garden', 'Elevator', 'Wi-Fi']",9.06,2,20360882.9
P92174,Jaipur,Studio,3093,4,3,11,20,15,Fully Furnished,"['Parking', 'Elevator', 'Garden', 'Power Backup']",6.69,7,1754400.38
P92175,Pune,Villa,4178,2,3,13,16,4,Fully Furnished,"['Garden', 'Swimming Pool', 'Parking', 'Security', 'Wi-Fi', 'Gym']",4.74,1,36247848.79
P92176,Kolkata,Apartment,3438,5,3,18,26,0,Semi Furnished,"['Parking', 'Elevator', 'Club House', 'Security', 'Gym']",3.32,3,6013615.33
P92177,Chandigarh,Apartment,765,2,1,5,9,15,Semi Furnished,"['Elevator', 'Parking', 'Garden']",5.9,6,48213515.48
P92178,Ahmedabad,Studio,507,4,4,7,26,14,Unfurnished,"['Security', 'Wi-Fi', 'Club House', 'Parking', 'Elevator', 'Garden']",3.88,2,985522.58
P92179,Chennai,Villa,1517,2,1,2,23,5,Unfurnished,"['Power Backup', 'Gym', 'Security', 'Swimming Pool', 'Parking']",4.26,2,8409409.17
P92180,Chandigarh,Independent House,2485,4,3,16,11,8,Fully Furnished,"['Garden', 'Wi-Fi', 'Swimming Pool', 'Security', 'Elevator', 'Parking']",6.68,2,3852503.18
P92181,Chennai,Apartment,1049,1,3,17,9,7,Fully Furnished,"['Power Backup', 'Elevator', 'Security']",5.11,1,9107398.6
P92182,Jaipur,Penthouse,1808,4,2,7,13,1,Semi Furnished,"['Security', 'Garden', 'Gym', 'Wi-Fi', 'Parking']",1.31,10,45524262.85
P92183,Jaipur,Studio,3716,1,1,19,21,18,Fully Furnished,"['Security', 'Club House', 'Parking', 'Elevator']",8.86,4,20543950.21
P92184,Bangalore,Independent House,1127,4,1,19,27,19,Unfurnished,"['Power Backup', 'Parking', 'Club House', 'Elevator', 'Wi-Fi']",5.39,3,37689812.05
P92185,Chandigarh,Studio,3957,5,4,9,20,18,Unfurnished,"['Gym', 'Garden', 'Security', 'Swimming Pool']",7.24,1,40795016.97
P92186,Chandigarh,Independent House,2648,4,2,10,23,0,Fully Furnished,"['Swimming Pool', 'Elevator', 'Parking', 'Wi-Fi']",1.58,8,28216925.68
P92187,Chennai,Studio,1810,4,2,17,17,19,Fully Furnished,"['Club House', 'Parking', 'Power Backup']",2.92,8,48865280.72
P92188,Kolkata,Penthouse,869,1,3,6,9,6,Semi Furnished,"['Swimming Pool', 'Parking', 'Security']",6.19,1,2374106.32
P92189,Delhi,Independent House,3542,4,2,20,19,9,Unfurnished,"['Gym', 'Garden', 'Elevator', 'Club House', 'Swimming Pool']",8.68,3,42738880.16
P92190,Mumbai,Duplex,945,1,4,16,22,11,Unfurnished,"['Power Backup', 'Security', 'Wi-Fi', 'Gym']",8.68,8,9484578.87
P92191,Chennai,Penthouse,4911,4,4,9,20,12,Semi Furnished,"['Wi-Fi', 'Gym', 'Club House', 'Garden', 'Parking']",4.19,6,40869771.79
P92192,Delhi,Penthouse,3858,2,4,2,30,0,Fully Furnished,"['Parking', 'Security', 'Garden', 'Power Backup', 'Elevator', 'Gym']",3.96,7,12276496.1
P92193,Ahmedabad,Duplex,2017,2,2,5,21,11,Fully Furnished,"['Security', 'Elevator', 'Power Backup', 'Parking', 'Garden', 'Swimming Pool']",4.25,5,46929235.17
P92194,Pune,Independent House,2954,3,1,19,20,16,Semi Furnished,"['Club House', 'Garden', 'Power Backup', 'Security', 'Gym']",1.88,3,15845971.28
P92195,Ahmedabad,Duplex,2226,5,2,19,5,10,Semi Furnished,"['Club House', 'Power Backup', 'Wi-Fi', 'Swimming Pool', 'Gym']",6.23,4,45317881.74
P92196,Chandigarh,Studio,4646,4,1,20,25,6,Semi Furnished,"['Gym', 'Club House', 'Wi-Fi']",9.24,6,22178670.01
P92197,Jaipur,Villa,4069,3,2,7,9,11,Fully Furnished,"['Club House', 'Gym', 'Swimming Pool']",8.07,9,20109569.96
P92198,Hyderabad,Duplex,4010,3,4,2,13,2,Fully Furnished,"['Elevator', 'Swimming Pool', 'Garden']",1.62,8,10262174.03
P92199,Mumbai,Duplex,1997,2,4,12,24,20,Fully Furnished,"['Swimming Pool', 'Club House', 'Gym', 'Parking', 'Garden', 'Security']",9.21,4,45875222.86
P92200,Jaipur,Independent House,1795,3,3,4,29,14,Semi Furnished,"['Gym', 'Security', 'Swimming Pool', 'Power Backup', 'Club House']",4.96,3,11583841.63
P92201,Jaipur,Duplex,4591,4,2,1,5,6,Fully Furnished,"['Security', 'Parking', 'Power Backup', 'Garden']",3.41,5,23628616.86
P92202,Chandigarh,Penthouse,1317,3,1,4,23,8,Fully Furnished,"['Security', 'Power Backup', 'Club House', 'Elevator', 'Gym', 'Swimming Pool']",3.48,4,33087352.49
P92203,Pune,Duplex,1345,4,1,10,10,0,Unfurnished,"['Wi-Fi', 'Security', 'Elevator', 'Power Backup', 'Club House']",1.09,8,19555843.43
P92204,Pune,Duplex,1173,5,1,15,26,1,Semi Furnished,"['Wi-Fi', 'Security', 'Power Backup', 'Club House', 'Swimming Pool']",6.94,8,27649557.39
P92205,Mumbai,Villa,1650,5,3,6,6,16,Fully Furnished,"['Club House', 'Parking', 'Garden', 'Security', 'Elevator']",5.88,6,24951161.02
P92206,Jaipur,Apartment,3386,1,2,3,5,10,Semi Furnished,"['Parking', 'Gym', 'Garden', 'Power Backup']",1.51,3,46781971.27
P92207,Kolkata,Penthouse,3779,4,3,7,19,8,Semi Furnished,"['Power Backup', 'Wi-Fi', 'Security', 'Elevator', 'Parking']",3.02,9,39183551.21
P92208,Hyderabad,Independent House,3341,2,4,9,8,5,Semi Furnished,"['Club House', 'Elevator', 'Parking', 'Security', 'Swimming Pool', 'Power Backup']",8.86,9,46757157.76
P92209,Mumbai,Independent House,3728,2,3,8,12,1,Unfurnished,"['Parking', 'Elevator', 'Power Backup']",6.06,9,19896588.22
P92210,Delhi,Penthouse,886,4,4,17,20,15,Unfurnished,"['Club House', 'Gym', 'Wi-Fi']",5.23,1,36068994.89
P92211,Chandigarh,Duplex,936,2,3,7,18,1,Fully Furnished,"['Power Backup', 'Wi-Fi', 'Swimming Pool']",4.79,9,39723261.22
P92212,Chennai,Penthouse,2054,1,2,13,21,11,Unfurnished,"['Gym', 'Garden', 'Club House', 'Security']",4.03,9,25455280.4
P92213,Jaipur,Independent House,3610,2,3,14,14,11,Fully Furnished,"['Club House', 'Garden', 'Swimming Pool', 'Power Backup', 'Elevator', 'Gym']",3.76,8,22018190.17
P92214,Mumbai,Studio,2336,1,3,5,7,12,Semi Furnished,"['Wi-Fi', 'Security', 'Garden', 'Elevator']",3.34,5,33123268.5
P92215,Delhi,Studio,4093,4,4,15,16,9,Fully Furnished,"['Security', 'Wi-Fi', 'Parking', 'Garden', 'Power Backup']",9.71,6,42044033
P92216,Delhi,Penthouse,3112,5,3,13,22,18,Unfurnished,"['Security', 'Elevator', 'Garden', 'Gym', 'Swimming Pool']",1.41,9,12856642.34
P92217,Mumbai,Apartment,4567,5,4,8,22,16,Unfurnished,"['Wi-Fi', 'Elevator', 'Power Backup']",4.14,8,45287492.15
P92218,Bangalore,Villa,3817,2,1,13,18,20,Fully Furnished,"['Security', 'Gym', 'Swimming Pool', 'Wi-Fi']",8.46,5,15992486.65
P92219,Chandigarh,Apartment,2267,1,1,7,20,12,Semi Furnished,"['Wi-Fi', 'Security', 'Gym', 'Elevator', 'Garden']",3.29,8,1062894.41
P92220,Chennai,Penthouse,624,2,4,14,12,7,Unfurnished,"['Gym', 'Power Backup', 'Garden', 'Parking', 'Club House', 'Swimming Pool']",0.65,8,24479849.28
P92221,Chennai,Studio,4369,3,4,2,19,18,Fully Furnished,"['Power Backup', 'Elevator', 'Security', 'Gym', 'Wi-Fi', 'Swimming Pool']",6.63,2,43102597.22
P92222,Pune,Duplex,4797,2,1,15,21,10,Fully Furnished,"['Swimming Pool', 'Power Backup', 'Elevator']",3.12,4,14744678.31
P92223,Hyderabad,Duplex,2955,3,3,14,26,20,Semi Furnished,"['Wi-Fi', 'Club House', 'Swimming Pool', 'Power Backup', 'Gym']",8.15,5,33430303.55
P92224,Ahmedabad,Villa,3550,2,3,19,24,19,Semi Furnished,"['Parking', 'Security', 'Power Backup', 'Gym', 'Club House', 'Garden']",6.65,6,35519522.14
P92225,Chandigarh,Duplex,709,2,2,12,16,15,Semi Furnished,"['Club House', 'Security', 'Elevator', 'Gym', 'Wi-Fi', 'Garden']",4.85,9,15657619.4
P92226,Mumbai,Studio,2370,4,4,2,20,0,Unfurnished,"['Garden', 'Parking', 'Swimming Pool']",2.92,3,2096002.96
P92227,Delhi,Apartment,3093,1,2,15,25,4,Fully Furnished,"['Wi-Fi', 'Power Backup', 'Parking']",1.23,3,27561431.69
P92228,Bangalore,Villa,2296,2,3,18,8,0,Fully Furnished,"['Club House', 'Parking', 'Garden']",8.89,10,14259615.31
P92229,Ahmedabad,Independent House,2318,4,1,13,22,20,Fully Furnished,"['Swimming Pool', 'Club House', 'Security', 'Power Backup', 'Parking']",3.73,6,38641040.1
P92230,Delhi,Duplex,2609,2,4,20,10,15,Semi Furnished,"['Security', 'Swimming Pool', 'Club House', 'Elevator', 'Parking']",0.62,7,17144978.23
P92231,Chennai,Apartment,4798,5,4,6,25,14,Unfurnished,"['Garden', 'Power Backup', 'Parking', 'Wi-Fi', 'Gym']",9.62,6,36665463.84
P92232,Chennai,Apartment,999,1,3,14,28,7,Semi Furnished,"['Garden', 'Wi-Fi', 'Parking', 'Power Backup', 'Swimming Pool']",4.78,3,17370142.02
P92233,Ahmedabad,Apartment,4042,3,4,18,7,8,Semi Furnished,"['Garden', 'Elevator', 'Gym', 'Wi-Fi']",9.01,6,14053655.72
P92234,Jaipur,Apartment,2673,5,4,14,18,4,Fully Furnished,"['Garden', 'Club House', 'Swimming Pool', 'Wi-Fi']",8.51,1,18685437.8
P92235,Jaipur,Villa,1961,3,3,9,29,14,Fully Furnished,"['Swimming Pool', 'Power Backup', 'Elevator', 'Security']",8.25,9,30327995.97
P92236,Jaipur,Villa,3567,5,1,15,20,15,Semi Furnished,"['Wi-Fi', 'Gym', 'Garden']",1.43,2,13898215.98
P92237,Kolkata,Independent House,4118,5,2,16,18,3,Fully Furnished,"['Wi-Fi', 'Gym', 'Swimming Pool', 'Parking', 'Power Backup', 'Elevator']",9.52,5,35998187.06
P92238,Ahmedabad,Penthouse,3014,4,1,14,7,4,Unfurnished,"['Security', 'Power Backup', 'Swimming Pool', 'Gym', 'Elevator', 'Club House']",8.52,7,13362756.16
P92239,Chandigarh,Duplex,2097,4,1,8,20,4,Fully Furnished,"['Gym', 'Wi-Fi', 'Security', 'Elevator']",2.54,10,41258555.75
P92240,Mumbai,Villa,3795,3,4,14,8,17,Unfurnished,"['Wi-Fi', 'Gym', 'Garden']",6.87,10,37591437.77
P92241,Pune,Independent House,516,3,4,19,23,5,Unfurnished,"['Parking', 'Wi-Fi', 'Gym', 'Security', 'Elevator']",0.61,3,39701818.83
P92242,Hyderabad,Studio,2063,1,2,20,20,12,Unfurnished,"['Security', 'Gym', 'Wi-Fi', 'Swimming Pool', 'Parking']",3.78,10,39415172.27
P92243,Pune,Independent House,3584,1,4,14,5,2,Unfurnished,"['Parking', 'Gym', 'Wi-Fi']",2.43,10,26081749.03
P92244,Chennai,Penthouse,4248,5,2,2,7,1,Semi Furnished,"['Elevator', 'Power Backup', 'Swimming Pool', 'Garden', 'Wi-Fi']",1.07,2,6162130.59
P92245,Kolkata,Duplex,3309,3,2,8,29,4,Fully Furnished,"['Gym', 'Club House', 'Elevator', 'Garden', 'Wi-Fi', 'Swimming Pool']",1.61,4,19612985.16
P92246,Chandigarh,Penthouse,4965,2,3,2,22,3,Fully Furnished,"['Club House', 'Elevator', 'Parking', 'Gym']",6.14,4,35003343.31
