X,location,property_type,size_sqft,num_bedroom,num_bathroom,floor_num,total_floor,age_years,furnishing,amenities,distance_to_metro_km,view_score,price
P107487,Delhi,Villa,1009,2,3,19,8,18,Semi Furnished,"['Security', 'Club House', 'Power Backup', 'Wi-Fi', 'Gym', 'Swimming Pool']",6.86,1,39214409.86
P99392,Chandigarh,Duplex,2977,5,3,14,10,16,Fully Furnished,"['Power Backup', 'Swimming Pool', 'Elevator', 'Parking', 'Wi-Fi', 'Security']",8.86,10,26092601.97
P57832,Pune,Penthouse,3198,5,1,1,18,13,Fully Furnished,"['Gym', 'Security', 'Swimming Pool']",2.28,9,17524717.92
P15132,Hyderabad,Apartment,2253,4,2,16,14,19,Unfurnished,"['Elevator', 'Gym', 'Parking', 'Club House', 'Wi-Fi', 'Power Backup']",4.33,10,41583339.13
P71037,Mumbai,Studio,4806,1,1,14,12,11,Unfurnished,"['Parking', 'Security', 'Power Backup', 'Gym', 'Club House', 'Swimming Pool']",4.23,1,39246175.99
P41153,Kolkata,Villa,3326,4,1,19,13,3,Semi Furnished,"['Club House', 'Wi-Fi', 'Power Backup']",6.49,4,6236036.2
P34607,Chennai,Independent House,4907,3,2,4,27,11,Semi Furnished,"['Wi-Fi', 'Security', 'Gym']",2.06,7,42741207
P83605,Hyderabad,Villa,2236,4,4,15,9,12,Semi Furnished,"['Parking', 'Gym', 'Garden', 'Swimming Pool']",0.52,7,30940531.5
P51173,Ahmedabad,Duplex,3627,2,2,2,11,14,Fully Furnished,"['Power Backup', 'Gym', 'Garden', 'Wi-Fi', 'Club House', 'Security']",2.56,9,10026686.92
P44676,Jaipur,Independent House,3359,1,3,4,16,16,Fully Furnished,"['Security', 'Parking', 'Power Backup', 'Elevator', 'Wi-Fi']",9.65,8,47604200.3
P55807,Jaipur,Duplex,3896,3,3,19,24,13,Semi Furnished,"['Power Backup', 'Club House', 'Elevator', 'Garden', 'Swimming Pool', 'Security']",0.7,4,5294158.62
P15805,Chandigarh,Penthouse,3493,2,4,17,23,12,Unfurnished,"['Elevator', 'Gym', 'Parking', 'Club House']",6.67,3,37126934.3
P22080,Pune,Apartment,4720,3,1,18,6,5,Semi Furnished,"['Security', 'Gym', 'Swimming Pool', 'Power Backup']",5.37,7,23397682.8
P12355,Mumbai,Studio,2186,5,2,4,15,11,Semi Furnished,"['Security', 'Swimming Pool', 'Parking', 'Power Backup']",1.18,7,35151931.22
P46485,Chennai,Villa,715,3,2,13,17,11,Fully Furnished,"['Swimming Pool', 'Parking', 'Power Backup']",1.96,10,29288611.92
P94446,Jaipur,Duplex,2402,5,4,18,8,20,Fully Furnished,"['Power Backup', 'Swimming Pool', 'Club House', 'Parking', 'Elevator']",0.99,9,8241515.02
P89342,Pune,Villa,4066,4,3,11,9,10,Fully Furnished,"['Parking', 'Security', 'Garden', 'Gym', 'Wi-Fi']",8.56,4,31156990.91
P12203,Hyderabad,Apartment,3655,4,2,6,20,3,Semi Furnished,"['Club House', 'Elevator', 'Parking']",3.87,7,27356693.71
P19261,Pune,Independent House,2448,2,3,1,17,20,Unfurnished,"['Wi-Fi', 'Elevator', 'Swimming Pool']",9.87,6,2673958.97
P73130,Ahmedabad,Apartment,1732,4,1,10,28,12,Fully Furnished,"['Parking', 'Security', 'Gym', 'Garden', 'Wi-Fi']",2.6,7,35406912.89
P78777,Chennai,Studio,1351,3,4,6,11,0,Fully Furnished,"['Swimming Pool', 'Parking', 'Garden', 'Elevator']",6.07,2,24552613.06
P81950,Kolkata,Villa,1582,4,3,1,11,5,Unfurnished,"['Garden', 'Club House', 'Gym']",6.43,10,30840467.15
P56390,Ahmedabad,Studio,1644,4,3,9,6,19,Unfurnished,"['Club House', 'Power Backup', 'Wi-Fi', 'Swimming Pool', 'Elevator']",1.96,7,749693.31
P95981,Chandigarh,Independent House,4245,4,3,15,6,11,Unfurnished,"['Security', 'Wi-Fi', 'Gym', 'Power Backup']",4.18,2,15769305.86
P64090,Chennai,Duplex,3498,1,3,3,13,20,Semi Furnished,"['Parking', 'Wi-Fi', 'Gym', 'Security', 'Power Backup', 'Garden']",4.01,8,13277311.39
P102728,Delhi,Villa,1739,4,1,19,26,15,Semi Furnished,"['Power Backup', 'Security', 'Parking', 'Wi-Fi', 'Gym']",2.97,7,45909650.91
P31823,Jaipur,Independent House,1517,1,3,14,11,15,Fully Furnished,"['Club House', 'Security', 'Elevator', 'Power Backup', 'Garden', 'Parking']",4.51,4,40779381.37
P62842,Bangalore,Duplex,2373,4,2,4,15,14,Fully Furnished,"['Power Backup', 'Club House', 'Garden', 'Swimming Pool', 'Wi-Fi', 'Security']",5.95,2,7278892.05
P33551,Ahmedabad,Apartment,3063,3,2,9,6,8,Semi Furnished,"['Parking', 'Club House', 'Security']",9.22,4,31932741.41
P26329,Chandigarh,Duplex,2692,2,4,10,18,18,Fully Furnished,"['Parking', 'Elevator', 'Swimming Pool']",3.46,4,29476733.22
P23911,Chandigarh,Apartment,3224,3,1,6,8,18,Semi Furnished,"['Wi-Fi', 'Security', 'Parking']",5.4,8,9843665.45
P107133,Kolkata,Apartment,3845,1,3,8,28,18,Fully Furnished,"['Wi-Fi', 'Club House', 'Gym', 'Elevator', 'Power Backup', 'Parking']",8.56,6,21761075.45
P106607,Jaipur,Penthouse,4851,3,4,8,27,15,Fully Furnished,"['Wi-Fi', 'Elevator', 'Swimming Pool', 'Club House', 'Security']",6.11,1,40587400.92
P99993,Chennai,Penthouse,1029,2,4,1,24,5,Semi Furnished,"['Security', 'Swimming Pool', 'Garden', 'Gym', 'Power Backup', 'Wi-Fi']",2.97,6,16906780.07
P82022,Pune,Penthouse,2143,2,3,20,15,18,Unfurnished,"['Power Backup', 'Club House', 'Parking', 'Elevator', 'Security']",5.03,1,43569548.25
P57054,Jaipur,Studio,3007,1,3,13,21,2,Semi Furnished,"['Elevator', 'Club House', 'Parking']",7.68,9,39365471
P36972,Chennai,Studio,2799,2,4,12,24,11,Fully Furnished,"['Parking', 'Security', 'Wi-Fi', 'Swimming Pool']",5.14,3,29680489.26
P29425,Ahmedabad,Duplex,3224,3,4,2,19,12,Fully Furnished,"['Elevator', 'Gym', 'Power Backup', 'Swimming Pool', 'Club House', 'Wi-Fi']",8.85,3,44429929.44
P86182,Bangalore,Penthouse,3410,1,3,2,10,2,Unfurnished,"['Gym', 'Swimming Pool', 'Club House', 'Power Backup']",5.12,8,20203019.36
P13225,Kolkata,Villa,2373,4,2,2,6,2,Semi Furnished,"['Elevator', 'Wi-Fi', 'Club House']",5.84,9,22126043.72
P62981,Chandigarh,Studio,4884,4,3,2,7,4,Fully Furnished,"['Parking', 'Garden', 'Security', 'Club House', 'Wi-Fi', 'Elevator']",4.02,3,38329805.73
P38694,Hyderabad,Villa,2297,4,3,15,10,9,Semi Furnished,"['Swimming Pool', 'Club House', 'Elevator', 'Gym', 'Security']",7.64,9,20419927.8
P108945,Delhi,Apartment,604,4,1,5,20,0,Fully Furnished,"['Swimming Pool', 'Parking', 'Garden', 'Wi-Fi', 'Club House', 'Elevator']",6.82,5,11224797.41
P85608,Bangalore,Penthouse,632,1,3,20,6,5,Semi Furnished,"['Power Backup', 'Gym', 'Parking', 'Swimming Pool', 'Wi-Fi']",3.02,2,43777600.2
P64192,Chennai,Duplex,2044,3,3,3,27,18,Unfurnished,"['Parking', 'Swimming Pool', 'Security']",9.11,2,39675110.31
P63532,Hyderabad,Studio,1477,1,4,7,20,3,Unfurnished,"['Security', 'Club House', 'Garden', 'Power Backup', 'Wi-Fi']",5.45,1,45858352.01
P11979,Ahmedabad,Independent House,4057,2,4,2,14,10,Fully Furnished,"['Security', 'Garden', 'Club House']",4.07,3,39119546.47
P79215,Chandigarh,Apartment,1207,3,3,2,6,20,Semi Furnished,"['Garden', 'Wi-Fi', 'Gym', 'Club House', 'Parking']",6.94,7,43444015.02
P102294,Mumbai,Penthouse,2889,1,1,14,8,8,Fully Furnished,"['Security', 'Swimming Pool', 'Elevator']",6.41,6,4778693.55
P62512,Delhi,Duplex,3877,4,1,12,30,16,Semi Furnished,"['Security', 'Gym', 'Elevator', 'Club House', 'Wi-Fi', 'Garden']",2.35,2,12771888.22
P70772,Pune,Duplex,1000,4,4,20,18,4,Unfurnished,"['Gym', 'Security', 'Club House', 'Power Backup', 'Wi-Fi']",3.26,7,20014991.15
P46123,Hyderabad,Studio,710,2,4,1,30,1,Fully Furnished,"['Gym', 'Garden', 'Security', 'Swimming Pool', 'Club House', 'Parking']",1.93,1,1796794.96
P87156,Hyderabad,Apartment,1342,1,4,19,7,4,Fully Furnished,"['Garden', 'Power Backup', 'Wi-Fi', 'Club House', 'Gym']",8.24,5,24614277.46
P99023,Delhi,Villa,3626,5,4,19,18,6,Semi Furnished,"['Parking', 'Gym', 'Swimming Pool', 'Wi-Fi']",8.71,5,36681866.68
P54884,Chennai,Duplex,2988,4,2,13,17,5,Unfurnished,"['Parking', 'Garden', 'Security']",3,6,46897146.76
P16025,Chennai,Villa,3262,5,1,17,10,13,Fully Furnished,"['Gym', 'Elevator', 'Garden', 'Wi-Fi', 'Club House', 'Power Backup']",9.8,9,16969320.34
P94470,Ahmedabad,Apartment,3443,2,4,1,15,12,Unfurnished,"['Elevator', 'Power Backup', 'Garden', 'Wi-Fi', 'Gym', 'Club House']",8.16,4,47326194.73
P53658,Pune,Independent House,4356,2,2,13,8,6,Unfurnished,"['Parking', 'Power Backup', 'Security']",8.96,1,9694417.37
P13628,Jaipur,Independent House,1738,5,2,3,26,19,Semi Furnished,"['Security', 'Garden', 'Elevator', 'Power Backup', 'Club House', 'Wi-Fi']",6.61,9,21366734.36
P63048,Delhi,Independent House,945,4,1,18,25,9,Semi Furnished,"['Gym', 'Security', 'Garden', 'Wi-Fi', 'Parking']",3.87,2,39720235.27
P36730,Chandigarh,Duplex,3687,4,4,2,9,12,Unfurnished,"['Wi-Fi', 'Elevator', 'Power Backup', 'Parking', 'Gym']",9.32,3,12549721.05
P92396,Mumbai,Penthouse,3029,4,1,11,30,9,Semi Furnished,"['Swimming Pool', 'Power Backup', 'Club House']",2.56,8,6391449.12
P59763,Chandigarh,Duplex,2213,1,3,2,14,11,Fully Furnished,"['Power Backup', 'Club House', 'Security']",7.53,2,31165010.03
P69002,Ahmedabad,Independent House,1118,3,3,3,21,17,Semi Furnished,"['Power Backup', 'Gym', 'Wi-Fi', 'Security']",5.54,6,13021398.68
P84827,Delhi,Villa,1936,3,1,11,9,13,Unfurnished,"['Garden', 'Wi-Fi', 'Power Backup', 'Swimming Pool', 'Parking', 'Gym']",8.97,3,9073754.43
P13498,Pune,Duplex,4472,2,1,6,19,16,Unfurnished,"['Security', 'Garden', 'Wi-Fi', 'Parking', 'Elevator', 'Power Backup']",8.43,10,20670565.23
P58526,Ahmedabad,Independent House,3724,3,4,18,9,18,Semi Furnished,"['Swimming Pool', 'Security', 'Gym', 'Club House']",4.67,3,17573363.34
P89655,Pune,Studio,1402,5,1,9,20,17,Semi Furnished,"['Elevator', 'Security', 'Garden', 'Power Backup']",7.81,10,7589406.06
P72285,Hyderabad,Duplex,3670,5,2,14,23,4,Unfurnished,"['Wi-Fi', 'Garden', 'Power Backup', 'Parking', 'Elevator', 'Swimming Pool']",8.26,7,17318118.8
P83435,Hyderabad,Studio,3557,5,1,2,23,4,Unfurnished,"['Wi-Fi', 'Parking', 'Swimming Pool', 'Security']",3.04,5,8523069.31
P42253,Hyderabad,Villa,4818,2,1,16,12,13,Unfurnished,"['Gym', 'Wi-Fi', 'Security', 'Power Backup', 'Elevator']",7.54,10,37474359.96
P35116,Kolkata,Independent House,3077,4,3,10,12,15,Semi Furnished,"['Power Backup', 'Gym', 'Elevator', 'Swimming Pool', 'Garden', 'Security']",6.36,7,4542296.31
P48136,Kolkata,Independent House,3266,5,1,10,28,12,Semi Furnished,"['Swimming Pool', 'Elevator', 'Power Backup', 'Club House', 'Security']",5.79,5,23323845.56
P63311,Delhi,Villa,1956,1,3,1,10,9,Semi Furnished,"['Garden', 'Gym', 'Wi-Fi', 'Elevator']",9.91,7,18484199.93
P17790,Kolkata,Duplex,1812,5,4,20,9,8,Fully Furnished,"['Club House', 'Swimming Pool', 'Garden', 'Gym']",1.05,10,42073525.42
P39751,Pune,Apartment,1916,2,1,17,30,0,Fully Furnished,"['Elevator', 'Power Backup', 'Garden', 'Parking', 'Wi-Fi']",9.8,2,30179939.23
P83492,Pune,Duplex,1508,3,2,14,22,2,Fully Furnished,"['Parking', 'Garden', 'Wi-Fi', 'Swimming Pool', 'Club House']",6.27,10,42554016.89
P99599,Delhi,Studio,4772,2,3,10,19,7,Fully Furnished,"['Club House', 'Wi-Fi', 'Parking', 'Elevator', 'Swimming Pool', 'Gym']",1.81,10,47144172.11
P91078,Ahmedabad,Apartment,2157,2,4,11,16,1,Fully Furnished,"['Swimming Pool', 'Wi-Fi', 'Security', 'Gym', 'Elevator']",2.41,6,18302548.46
P46509,Hyderabad,Independent House,2180,2,1,15,5,12,Unfurnished,"['Parking', 'Elevator', 'Garden']",7.44,6,23962812.95
P34388,Mumbai,Penthouse,1391,1,4,8,9,8,Semi Furnished,"['Gym', 'Parking', 'Wi-Fi', 'Security', 'Garden', 'Club House']",2.7,3,29848476.52
P66334,Kolkata,Penthouse,1901,3,2,9,17,5,Semi Furnished,"['Wi-Fi', 'Gym', 'Garden', 'Parking', 'Club House']",5.31,9,29197447.08
P62112,Jaipur,Apartment,1297,4,4,11,21,9,Unfurnished,"['Garden', 'Gym', 'Club House', 'Swimming Pool']",2.72,4,16889703.84
P52152,Chandigarh,Apartment,4376,4,4,11,14,11,Semi Furnished,"['Swimming Pool', 'Elevator', 'Club House', 'Parking', 'Gym']",3.24,8,7411905.66
P73537,Pune,Studio,1870,4,3,7,25,17,Semi Furnished,"['Swimming Pool', 'Elevator', 'Security', 'Gym', 'Parking']",1.95,2,36458264.48
P39726,Jaipur,Duplex,3788,4,3,12,17,1,Unfurnished,"['Swimming Pool', 'Club House', 'Gym', 'Elevator', 'Garden', 'Security']",3.24,4,19725333.03
P81635,Ahmedabad,Penthouse,3409,4,1,1,7,0,Fully Furnished,"['Parking', 'Elevator', 'Wi-Fi', 'Swimming Pool', 'Power Backup']",0.89,9,19309418.9
P20999,Pune,Penthouse,3445,1,3,5,24,13,Unfurnished,"['Parking', 'Wi-Fi', 'Gym', 'Elevator', 'Garden']",7.46,2,40985628
P36288,Chandigarh,Studio,3455,3,4,18,11,2,Fully Furnished,"['Gym', 'Parking', 'Security', 'Club House']",9.06,3,35026183.24
P81703,Bangalore,Apartment,2564,1,3,15,7,14,Fully Furnished,"['Power Backup', 'Elevator', 'Wi-Fi', 'Swimming Pool', 'Parking']",3.29,10,29187342.78
P52333,Kolkata,Studio,4567,2,2,1,21,18,Semi Furnished,"['Swimming Pool', 'Elevator', 'Gym', 'Power Backup', 'Wi-Fi', 'Club House']",0.67,8,24623859.95
P57876,Mumbai,Apartment,3525,4,4,5,20,8,Fully Furnished,"['Swimming Pool', 'Club House', 'Garden', 'Wi-Fi', 'Security']",7.15,3,33658672.9
P29309,Mumbai,Duplex,4913,4,3,9,5,14,Semi Furnished,"['Garden', 'Gym', 'Power Backup', 'Swimming Pool', 'Club House', 'Wi-Fi']",3.37,6,17984980.12
P89709,Chennai,Villa,4176,3,2,15,25,3,Semi Furnished,"['Swimming Pool', 'Garden', 'Security', 'Gym', 'Elevator', 'Power Backup']",3.78,4,13603765.55
P40687,Chennai,Apartment,3196,4,4,12,14,18,Unfurnished,"['Elevator', 'Gym', 'Wi-Fi', 'Power Backup']",6.4,8,5940391.7
P73738,Pune,Villa,660,3,2,11,15,18,Semi Furnished,"['Swimming Pool', 'Security', 'Gym', 'Club House']",0.61,5,36306129.12
P37785,Chennai,Studio,2218,5,1,3,17,5,Unfurnished,"['Club House', 'Garden', 'Security', 'Wi-Fi']",0.96,4,7536064.66
P73861,Delhi,Duplex,1262,4,3,14,30,4,Unfurnished,"['Club House', 'Elevator', 'Wi-Fi', 'Parking']",0.64,3,48568445.55
P102442,Hyderabad,Duplex,3860,3,3,3,22,7,Fully Furnished,"['Parking', 'Wi-Fi', 'Security', 'Swimming Pool']",3.7,2,16277686.22
P27138,Delhi,Apartment,644,3,1,7,14,4,Semi Furnished,"['Elevator', 'Gym', 'Club House']",8.72,2,8563848.78
P104921,Jaipur,Studio,1331,5,1,14,19,15,Semi Furnished,"['Security', 'Wi-Fi', 'Gym', 'Elevator', 'Power Backup', 'Garden']",9.79,4,33632766.81
P92472,Mumbai,Penthouse,4138,3,1,12,25,10,Unfurnished,"['Swimming Pool', 'Club House', 'Elevator', 'Power Backup']",3.89,5,36190306.67
P76047,Hyderabad,Apartment,714,2,1,12,15,13,Semi Furnished,"['Power Backup', 'Parking', 'Garden', 'Elevator', 'Wi-Fi']",1.4,8,18022862.22
P34579,Delhi,Penthouse,841,2,2,15,23,9,Fully Furnished,"['Swimming Pool', 'Wi-Fi', 'Garden', 'Power Backup']",2.94,4,28145505.01
P85808,Mumbai,Studio,2180,1,2,8,15,12,Semi Furnished,"['Parking', 'Elevator', 'Garden', 'Power Backup']",1.42,7,4724212.67
P55500,Mumbai,Studio,1700,2,1,5,23,14,Semi Furnished,"['Garden', 'Security', 'Wi-Fi', 'Swimming Pool', 'Club House', 'Elevator']",7.62,2,3239936.32
P47882,Hyderabad,Independent House,3155,2,1,7,10,11,Semi Furnished,"['Garden', 'Parking', 'Gym', 'Security']",0.62,10,31078889.25
P94999,Chandigarh,Villa,3002,3,2,8,21,12,Semi Furnished,"['Elevator', 'Parking', 'Wi-Fi', 'Swimming Pool']",6.09,9,18414118.02
P88714,Chennai,Independent House,3935,1,4,10,28,10,Fully Furnished,"['Security', 'Gym', 'Club House', 'Power Backup', 'Garden', 'Parking']",7.29,3,4710518.14
P58355,Delhi,Duplex,2417,2,3,14,21,8,Fully Furnished,"['Parking', 'Garden', 'Wi-Fi', 'Elevator', 'Gym']",4.49,8,20035385.53
P32254,Jaipur,Independent House,1642,4,1,12,27,7,Semi Furnished,"['Power Backup', 'Security', 'Elevator']",7.76,6,4220683.9
P49729,Mumbai,Apartment,1693,2,3,20,11,13,Fully Furnished,"['Parking', 'Wi-Fi', 'Club House', 'Security']",7.25,2,45124650.07
P24906,Mumbai,Penthouse,1768,2,4,9,14,2,Unfurnished,"['Power Backup', 'Elevator', 'Security']",6.21,1,10159288.51
P109521,Mumbai,Villa,4761,3,1,9,15,6,Fully Furnished,"['Club House', 'Garden', 'Elevator', 'Parking', 'Swimming Pool']",8.99,8,3461499.31
P100533,Ahmedabad,Penthouse,3300,1,1,3,21,7,Semi Furnished,"['Gym', 'Club House', 'Parking', 'Elevator', 'Garden']",7.81,9,15802679.83
P12542,Chennai,Studio,3392,5,4,4,9,9,Semi Furnished,"['Garden', 'Elevator', 'Wi-Fi']",1.26,9,14435134.75
P103489,Pune,Villa,1156,2,3,19,10,8,Semi Furnished,"['Swimming Pool', 'Garden', 'Security', 'Wi-Fi']",2.48,5,47988786.84
P82606,Jaipur,Penthouse,2502,2,3,11,18,13,Semi Furnished,"['Garden', 'Club House', 'Wi-Fi', 'Elevator', 'Swimming Pool', 'Security']",3.08,8,46370144.75
P88653,Ahmedabad,Studio,2896,2,1,16,16,18,Unfurnished,"['Power Backup', 'Gym', 'Wi-Fi', 'Elevator', 'Parking', 'Swimming Pool']",5.57,5,40593548.22
P31786,Chennai,Apartment,880,5,4,18,23,6,Fully Furnished,"['Club House', 'Swimming Pool', 'Parking', 'Elevator', 'Security']",7.59,9,26107623.83
P86659,Hyderabad,Villa,4765,3,2,1,11,14,Semi Furnished,"['Wi-Fi', 'Elevator', 'Garden']",9.09,6,45423580.4
P108057,Chandigarh,Villa,982,5,4,1,20,17,Unfurnished,"['Elevator', 'Power Backup', 'Gym', 'Garden']",4.82,9,31604593.88
P65296,Hyderabad,Duplex,764,2,1,18,12,19,Unfurnished,"['Elevator', 'Garden', 'Parking']",4.1,2,10123951.16
P57576,Delhi,Penthouse,4536,2,4,4,5,17,Fully Furnished,"['Elevator', 'Parking', 'Garden', 'Security']",8.77,9,1121340.92
P89900,Mumbai,Independent House,914,1,2,7,9,14,Unfurnished,"['Parking', 'Swimming Pool', 'Elevator', 'Garden']",4.51,6,14417701.33
P109156,Jaipur,Duplex,2459,3,2,10,29,5,Semi Furnished,"['Security', 'Power Backup', 'Club House', 'Wi-Fi']",5.3,8,42841523.78
P85910,Hyderabad,Penthouse,1812,3,1,7,18,14,Fully Furnished,"['Security', 'Gym', 'Garden']",4.55,7,2264747.62
P56572,Hyderabad,Studio,2980,1,1,7,21,11,Unfurnished,"['Wi-Fi', 'Club House', 'Swimming Pool', 'Parking', 'Gym']",4.49,9,29119846
P102057,Delhi,Penthouse,2675,2,2,6,5,13,Unfurnished,"['Gym', 'Garden', 'Wi-Fi', 'Security', 'Parking']",1.55,2,16632102.12
P32345,Chennai,Villa,2437,1,4,16,30,0,Semi Furnished,"['Club House', 'Swimming Pool', 'Gym']",9.6,1,22230668.08
P45760,Mumbai,Duplex,720,2,4,5,12,7,Semi Furnished,"['Garden', 'Parking', 'Club House', 'Elevator', 'Gym']",5.06,1,40975336.16
P78485,Hyderabad,Apartment,2153,2,4,1,26,5,Unfurnished,"['Wi-Fi', 'Swimming Pool', 'Garden']",8.06,7,42581469.41
P84734,Delhi,Studio,2685,4,4,20,12,13,Fully Furnished,"['Wi-Fi', 'Elevator', 'Power Backup', 'Club House']",7.02,10,30999800.71
P104164,Mumbai,Duplex,3458,2,1,8,20,11,Semi Furnished,"['Wi-Fi', 'Power Backup', 'Garden', 'Elevator']",6.83,9,36689169.19
P60215,Delhi,Apartment,824,3,1,18,24,11,Unfurnished,"['Gym', 'Power Backup', 'Parking', 'Elevator', 'Club House']",4.19,6,10135653.38
P70655,Bangalore,Duplex,3663,1,3,7,15,9,Unfurnished,"['Security', 'Parking', 'Gym', 'Power Backup']",7.47,8,3790653.48
P38579,Chandigarh,Villa,1946,3,1,16,6,8,Unfurnished,"['Swimming Pool', 'Elevator', 'Club House']",1.11,9,15435199.85
P26810,Kolkata,Villa,1428,5,1,8,20,8,Unfurnished,"['Elevator', 'Security', 'Parking', 'Power Backup', 'Wi-Fi']",1.74,8,27282367.49
P71563,Pune,Studio,2819,3,3,20,10,15,Unfurnished,"['Security', 'Club House', 'Power Backup', 'Wi-Fi']",6.76,5,20913667.42
P63032,Chandigarh,Independent House,4509,2,1,15,23,5,Semi Furnished,"['Gym', 'Elevator', 'Club House']",3.96,3,45779869.33
P108689,Hyderabad,Villa,552,1,3,7,22,0,Unfurnished,"['Security', 'Wi-Fi', 'Club House', 'Swimming Pool', 'Power Backup']",4.03,2,36315553.67
P52237,Delhi,Penthouse,1931,4,4,1,19,12,Fully Furnished,"['Wi-Fi', 'Power Backup', 'Elevator', 'Garden', 'Swimming Pool', 'Gym']",4.1,4,47371482.88
P83334,Hyderabad,Duplex,2026,5,1,9,25,1,Fully Furnished,"['Parking', 'Elevator', 'Gym']",6.64,1,25470749.52
P89463,Kolkata,Penthouse,4461,2,2,16,25,12,Semi Furnished,"['Swimming Pool', 'Power Backup', 'Elevator', 'Wi-Fi', 'Parking']",7.11,3,31018051.3
P42270,Bangalore,Studio,4866,3,4,13,19,15,Semi Furnished,"['Swimming Pool', 'Parking', 'Elevator']",2.24,10,39240172.72
P75839,Pune,Independent House,4229,5,3,20,27,5,Unfurnished,"['Swimming Pool', 'Parking', 'Security', 'Wi-Fi', 'Club House', 'Gym']",8.69,9,4193329.35
P108777,Mumbai,Apartment,1661,5,3,1,10,16,Unfurnished,"['Elevator', 'Power Backup', 'Parking', 'Gym', 'Security', 'Club House']",2.38,8,42930395.58
P38704,Delhi,Studio,1608,4,2,18,8,2,Fully Furnished,"['Garden', 'Power Backup', 'Swimming Pool', 'Club House']",4.08,2,49863306.78
P50906,Chennai,Apartment,3977,4,4,3,14,3,Unfurnished,"['Gym', 'Elevator', 'Security', 'Garden']",1.23,3,28674402.67
P55369,Pune,Studio,2824,5,3,4,17,3,Fully Furnished,"['Gym', 'Garden', 'Club House', 'Swimming Pool', 'Security', 'Power Backup']",3.93,3,4075594.93
P84483,Jaipur,Villa,3115,2,4,1,30,16,Unfurnished,"['Power Backup', 'Garden', 'Swimming Pool', 'Wi-Fi']",4.32,2,21037540.21
P64530,Chennai,Independent House,1034,4,3,1,28,8,Fully Furnished,"['Club House', 'Garden', 'Power Backup', 'Security', 'Wi-Fi']",5.46,2,2446351.92
P24095,Hyderabad,Studio,2753,4,3,11,24,20,Unfurnished,"['Parking', 'Wi-Fi', 'Swimming Pool', 'Club House', 'Elevator']",3.45,6,43271736.42
P66732,Hyderabad,Penthouse,4009,3,4,14,11,2,Fully Furnished,"['Swimming Pool', 'Gym', 'Club House', 'Security', 'Elevator', 'Parking']",2.26,3,34142723.85
P51622,Bangalore,Duplex,2579,1,2,2,18,15,Fully Furnished,"['Elevator', 'Parking', 'Security', 'Gym', 'Swimming Pool', 'Garden']",0.88,6,21519121.78
P35783,Jaipur,Villa,3018,3,4,6,27,12,Unfurnished,"['Club House', 'Power Backup', 'Swimming Pool', 'Security']",3.49,3,23765600.91
P32176,Mumbai,Villa,2810,3,3,15,19,14,Unfurnished,"['Power Backup', 'Security', 'Elevator', 'Parking', 'Club House']",5.3,6,38468402.47
P74262,Ahmedabad,Independent House,1283,5,4,13,21,12,Unfurnished,"['Club House', 'Garden', 'Wi-Fi', 'Parking', 'Elevator', 'Gym']",6.79,5,26789652.26
P60039,Jaipur,Apartment,2798,2,2,6,21,11,Semi Furnished,"['Swimming Pool', 'Club House', 'Elevator', 'Garden']",9.38,6,3939847.96
P70556,Ahmedabad,Studio,1148,1,1,9,18,17,Semi Furnished,"['Garden', 'Power Backup', 'Club House', 'Elevator', 'Swimming Pool']",9,4,11019481.17
P38359,Kolkata,Studio,1352,5,1,9,10,10,Fully Furnished,"['Power Backup', 'Garden', 'Parking', 'Swimming Pool', 'Wi-Fi']",3.1,9,37088689.12
P24112,Chennai,Penthouse,4631,5,1,1,17,13,Fully Furnished,"['Garden', 'Swimming Pool', 'Club House', 'Power Backup']",5.03,7,41253393.39
P61846,Chennai,Apartment,1198,1,3,18,15,6,Fully Furnished,"['Power Backup', 'Parking', 'Elevator', 'Club House']",5.4,9,36305687.75
P87019,Chandigarh,Studio,4043,1,1,11,24,14,Fully Furnished,"['Power Backup', 'Swimming Pool', 'Elevator', 'Wi-Fi']",9.47,8,42743844.75
P84386,Chennai,Studio,3801,1,2,18,10,9,Semi Furnished,"['Power Backup', 'Club House', 'Elevator', 'Wi-Fi']",9.09,9,33940859.83
P97315,Pune,Apartment,3599,2,4,5,9,10,Unfurnished,"['Wi-Fi', 'Swimming Pool', 'Gym', 'Club House', 'Garden']",2.66,1,1882488.07
P102989,Bangalore,Duplex,2606,3,2,16,9,8,Unfurnished,"['Garden', 'Elevator', 'Swimming Pool']",8.74,9,16144924.48
P58803,Bangalore,Independent House,3276,3,1,14,26,6,Unfurnished,"['Parking', 'Gym', 'Elevator']",2.82,3,29049218.38
P22838,Bangalore,Penthouse,4115,4,4,19,10,8,Semi Furnished,"['Gym', 'Elevator', 'Power Backup', 'Swimming Pool', 'Garden', 'Club House']",2.84,2,27210498.69
P24379,Delhi,Studio,2071,2,1,11,15,9,Semi Furnished,"['Club House', 'Swimming Pool', 'Wi-Fi', 'Gym', 'Elevator', 'Garden']",8.29,9,38654503.64
P82925,Mumbai,Penthouse,1077,3,1,12,16,20,Semi Furnished,"['Power Backup', 'Elevator', 'Security', 'Wi-Fi']",9.21,7,45647835.63
P45999,Delhi,Penthouse,1393,5,4,15,22,1,Fully Furnished,"['Swimming Pool', 'Power Backup', 'Club House', 'Garden', 'Security']",5.55,7,12421796.95
